episode,success,fail_reason,reward,collected,total_cabbages,steps,energy_used,energy_per_cabbage,total_turns,overlap_rate,sector_switches
339,1,success,578.4748609766366,46,46,98,44.20000000000001,0,53,0,0
340,1,success,459.15039743930146,44,44,140,53.400000000000006,0,74,0,0
341,1,success,638.729771175981,52,52,113,49.99999999999999,0,60,0,0
342,1,success,684.5788521170618,54,54,100,49.4,0,52,0,0
343,1,success,472.7998638898137,42,42,126,50.00000000000002,0,66,0,0
344,0,not_collected,-99.75687641203368,33,52,242,48.60000000000002,0,86,0,0
345,0,not_collected,-31.626294999942573,36,49,230,46.90000000000005,0,80,0,0
346,1,success,546.491819021106,41,41,87,38.70000000000003,0,41,0,0
347,0,not_collected,243.74643499925764,39,41,198,66.50000000000007,0,92,0,0
348,1,success,478.63178358376047,44,44,151,64.99999999999996,0,94,0,0
349,0,not_collected,224.66835894510143,42,44,210,82.59999999999995,0,123,0,0
350,1,success,489.15550284981754,43,43,136,51.1,0,72,0,0
351,1,success,636.3170985117558,49,49,89,44.10000000000002,0,48,0,0
352,1,success,605.0641551285987,52,52,132,54.8,0,64,0,0
353,1,success,529.0380419045689,41,41,103,42.300000000000026,0,51,0,0
354,1,success,551.2861198648815,50,50,141,59.80000000000001,0,78,0,0
355,0,not_collected,304.8462652534255,51,52,242,97.79999999999978,0,153,0,0
356,1,success,574.8801250398163,44,44,91,42.40000000000002,0,50,0,0
357,1,success,618.1149236768485,47,47,85,41.10000000000002,0,41,0,0
358,1,success,661.0167370140555,50,50,80,41.00000000000002,0,38,0,0
359,0,not_collected,245.53645571768337,43,44,210,88.99999999999987,0,146,0,0
360,0,no_return,130.13725851029224,52,52,243,87.29999999999978,0,131,0,0
361,1,success,618.65462461561,48,48,92,43.40000000000001,0,50,0,0
362,1,success,591.2753501504664,46,46,93,43.20000000000001,0,51,0,0
363,1,success,624.6955087512735,49,49,100,46.099999999999994,0,53,0,0
364,1,success,532.1770931676033,42,42,101,44.20000000000001,0,57,0,0
365,1,success,588.6223366349939,50,50,126,55.4,0,74,0,0
366,0,not_collected,-445.232501135767,28,48,226,35.19999999999998,0,78,0,0
367,1,success,499.8465169638399,44,44,143,55.40000000000001,0,77,0,0
368,1,success,549.741645330191,43,43,98,43.10000000000001,0,53,0,0
369,1,success,351.2660881072288,40,40,164,60.40000000000003,0,89,0,0
370,0,not_collected,-68.09430064409946,36,47,222,49.50000000000005,0,83,0,0
371,0,not_collected,331.02163582593306,51,52,242,84.59999999999991,0,120,0,0
372,1,success,528.9055728688841,45,45,120,47.30000000000004,0,55,0,0
373,1,success,597.8940475836398,50,50,121,50.199999999999996,0,58,0,0
374,1,success,503.8542445942762,51,51,169,64.90000000000002,0,90,0,0
375,1,success,557.8963084205989,43,43,98,40.90000000000004,0,44,0,0
376,0,no_return,174.16436162963583,49,49,232,89.79999999999976,0,139,0,0
377,0,not_collected,-102.30756251886494,36,46,218,43.19999999999998,0,78,0,0
378,0,no_return,174.93810240104847,50,50,234,88.39999999999985,0,131,0,0
379,1,success,551.6817475751046,44,44,110,46.20000000000003,0,59,0,0
380,1,success,644.1361351981762,50,50,92,44.80000000000001,0,49,0,0
381,0,no_return,58.43639189302949,41,41,199,69.10000000000005,0,93,0,0
382,0,no_return,304.90486779734556,53,53,247,98.59999999999977,0,155,0,0
383,0,no_return,124.1412561163309,45,45,215,83.39999999999989,0,127,0,0
384,0,not_collected,205.02263827249428,48,50,235,99.79999999999978,0,177,0,0
385,0,not_collected,294.5483604587624,50,53,246,87.29999999999976,0,132,0,0
386,1,success,493.2818771168592,45,45,158,61.70000000000005,0,81,0,0
387,1,success,500.617600114644,44,44,139,55.2,0,75,0,0
388,1,success,636.9890599071982,52,52,119,54.19999999999999,0,70,0,0
389,1,success,380.1134586200121,40,40,146,53.199999999999996,0,81,0,0
390,1,success,441.308651711047,43,43,139,55.5,0,84,0,0
391,1,success,532.2732820361856,45,45,116,48.700000000000045,0,60,0,0
392,0,not_collected,284.70983674153734,48,49,231,92.69999999999982,0,140,0,0
393,1,success,524.3907565951351,52,52,160,58.400000000000006,0,80,0,0
394,1,success,573.1689637690783,47,47,103,45.500000000000014,0,53,0,0
395,0,no_return,184.14577283859302,52,52,243,99.69999999999993,0,163,0,0
396,1,success,567.9486105114227,52,52,144,57.399999999999984,0,72,0,0
397,1,success,522.032518412173,48,48,135,54.80000000000002,0,67,0,0
398,1,success,638.4966610699894,52,52,113,50.60000000000002,0,57,0,0
399,1,success,682.9895154654984,53,53,89,44.900000000000006,0,43,0,0
400,1,success,643.8408037155868,51,51,94,45.49999999999999,0,49,0,0
401,1,success,380.3163060583178,45,45,174,66.49999999999999,0,95,0,0
402,0,no_return,109.55385057777204,40,40,194,70.00000000000001,0,104,0,0
403,1,success,329.607654819638,42,42,177,74.59999999999997,0,119,0,0
404,1,success,506.5378482267264,40,40,98,42.8,0,58,0,0
405,1,success,613.927450077236,49,49,106,48.7,0,61,0,0
406,1,success,438.18138639256375,51,51,195,70.09999999999995,0,89,0,0
407,1,success,615.2966201379897,50,50,100,46.60000000000004,0,48,0,0
408,0,no_return,118.09392115026749,41,41,199,74.69999999999995,0,112,0,0
409,1,success,573.2448473751548,44,44,91,41.40000000000002,0,50,0,0
410,1,success,650.9193024307493,54,54,117,52.399999999999984,0,65,0,0
411,1,success,341.52329648435204,53,53,216,78.69999999999987,0,107,0,0
412,1,success,665.111843441427,54,54,112,51.400000000000006,0,60,0,0
413,0,no_return,93.17103202194008,51,51,239,89.1999999999998,0,128,0,0
414,1,success,525.7077124074106,43,43,108,44.900000000000006,0,55,0,0
415,1,success,664.7716485396031,54,54,111,52.0,0,60,0,0
416,1,success,663.0299504116183,54,54,122,53.00000000000002,0,63,0,0
417,0,no_return,79.75777970403458,46,46,219,80.09999999999991,0,120,0,0
418,1,success,268.2189400948589,53,53,229,87.69999999999982,0,125,0,0
419,1,success,556.1490113735201,53,53,148,61.70000000000002,0,81,0,0
420,0,no_return,79.26632476896091,43,43,207,70.79999999999994,0,97,0,0
421,1,success,570.1136442959312,47,47,116,48.30000000000001,0,59,0,0
422,1,success,518.0929126411677,40,40,104,41.20000000000006,0,47,0,0
423,1,success,620.111035458744,52,52,121,55.199999999999974,0,75,0,0
424,1,success,596.5097381889823,47,47,102,46.30000000000001,0,55,0,0
425,1,success,554.2240703210239,46,46,123,53.40000000000003,0,70,0,0
426,1,success,661.4931607872251,52,52,92,46.20000000000001,0,47,0,0
427,0,not_collected,242.96988968551182,40,41,198,72.60000000000001,0,107,0,0
428,1,success,546.3766025871041,42,42,91,39.60000000000002,0,43,0,0
429,0,no_return,106.01295286789583,50,50,235,86.4999999999998,0,125,0,0
430,1,success,657.5549550205474,54,54,109,49.20000000000002,0,54,0,0
431,1,success,488.1870194986465,52,52,166,63.80000000000006,0,79,0,0
432,1,success,602.5075967893008,46,46,89,42.20000000000002,0,48,0,0
433,1,success,582.5512399092323,48,48,119,52.19999999999999,0,71,0,0
434,1,success,621.5752675324682,53,53,125,52.30000000000005,0,60,0,0
435,1,success,583.3805974751715,46,46,101,43.20000000000002,0,44,0,0
436,1,success,618.469458152354,54,54,132,51.4,0,64,0,0
437,0,not_collected,275.6642085164795,42,43,207,72.39999999999993,0,113,0,0
438,0,no_return,96.40580014735485,44,44,212,77.7,0,108,0,0
439,0,no_return,46.41268637441147,52,52,243,79.69999999999987,0,126,0,0
440,0,no_return,6.7503169160343885,54,54,251,98.69999999999963,0,155,0,0
441,0,no_return,42.61696177870066,41,41,199,68.59999999999998,0,107,0,0
442,1,success,607.8195179164413,49,49,106,47.1,0,55,0,0
443,0,not_collected,260.9933689147242,41,42,203,71.29999999999998,0,104,0,0
444,0,not_collected,182.28990313857813,48,52,243,85.09999999999991,0,145,0,0
445,1,success,458.82771689593847,40,40,134,51.80000000000001,0,74,0,0
446,1,success,538.7720788076522,48,48,137,56.00000000000002,0,69,0,0
447,0,no_return,161.28991686999848,44,44,211,72.59999999999994,0,100,0,0
448,1,success,497.4592296674848,51,51,156,61.699999999999996,0,82,0,0
449,1,success,534.420635887981,51,51,146,60.70000000000001,0,81,0,0
450,0,not_collected,313.59021552950225,52,53,247,95.19999999999978,0,135,0,0
451,0,no_return,114.95563723966539,47,47,223,84.69999999999982,0,126,0,0
452,1,success,592.8679663062098,49,49,113,47.5,0,58,0,0
453,1,success,546.9447023287416,43,43,97,43.50000000000002,0,53,0,0
454,1,success,393.44854674786336,41,41,154,56.700000000000024,0,82,0,0
455,0,not_collected,173.2828292269265,47,51,239,78.49999999999994,0,141,0,0
456,1,success,651.387000846863,51,51,94,46.500000000000014,0,54,0,0
457,1,success,245.60191584900053,43,43,189,75.09999999999994,0,112,0,0
458,0,not_collected,149.20333515107652,52,53,246,90.49999999999993,0,153,0,0
459,1,success,480.475148022175,43,43,121,51.30000000000003,0,67,0,0
460,0,no_return,270.2011103481064,49,49,231,96.49999999999989,0,151,0,0
461,1,success,561.1800639614466,46,46,115,49.40000000000001,0,62,0,0
462,1,success,614.5423510819676,48,48,102,45.200000000000024,0,51,0,0
463,1,success,534.5509081617,41,41,96,41.30000000000003,0,48,0,0
464,1,success,561.941854192317,49,49,137,58.900000000000006,0,80,0,0
465,0,no_return,172.44180291146066,43,43,207,55.90000000000005,0,83,0,0
466,0,not_collected,62.986080457270305,40,50,234,65.40000000000012,0,133,0,0
467,1,success,629.4564540535213,51,51,107,51.300000000000004,0,63,0,0
468,0,not_collected,61.10629326999216,32,40,195,47.50000000000003,0,87,0,0
469,1,success,597.7819795981053,47,47,101,46.90000000000001,0,55,0,0
470,1,success,481.6671422690157,40,40,111,43.400000000000034,0,56,0,0
471,1,success,510.7664178267125,44,44,125,51.8,0,70,0,0
472,1,success,598.3323954105382,53,53,135,59.5,0,77,0,0
473,1,success,664.8209160462027,54,54,116,53.59999999999999,0,66,0,0
474,1,success,565.3422460526232,43,43,92,40.30000000000004,0,41,0,0
475,0,not_collected,293.3164138570434,49,50,235,90.29999999999978,0,130,0,0
476,1,success,654.0822371304039,54,54,112,52.80000000000001,0,61,0,0
477,0,not_collected,234.39514584243378,42,44,211,83.59999999999994,0,129,0,0
478,0,no_return,157.2254954688258,44,44,211,64.10000000000004,0,87,0,0
479,1,success,568.2977378562096,51,51,133,56.300000000000004,0,73,0,0
480,1,success,450.49753057211666,46,46,158,68.99999999999993,0,104,0,0
481,1,success,556.3172918125994,44,44,107,44.80000000000003,0,57,0,0
482,1,success,575.2969380393628,45,45,100,44.30000000000001,0,53,0,0
483,1,success,436.0199678547682,53,53,178,73.49999999999993,0,96,0,0
484,1,success,560.3097346663478,45,45,109,44.70000000000002,0,51,0,0
485,1,success,405.13133860155983,42,42,170,62.40000000000001,0,97,0,0
486,1,success,269.8410396851601,53,53,247,80.29999999999981,0,98,0,0
487,1,success,417.68344244509956,47,47,152,63.50000000000003,0,87,0,0
488,1,success,531.3385621577504,41,41,101,42.900000000000006,0,52,0,0
489,1,success,440.436541183293,41,41,134,53.70000000000004,0,70,0,0
490,0,no_return,199.03074366003335,53,53,247,90.69999999999973,0,131,0,0
491,0,not_collected,57.302210911363495,33,44,211,80.00000000000003,0,156,0,0
492,1,success,649.0978314056998,54,54,109,53.59999999999997,0,69,0,0
493,1,success,299.0585819154987,46,46,212,76.59999999999992,0,110,0,0
494,1,success,562.9577765017751,51,51,145,67.10000000000001,0,92,0,0
495,1,success,593.413142818213,50,50,123,54.0,0,71,0,0
496,1,success,592.3499273672703,45,45,84,40.300000000000026,0,43,0,0
497,0,not_collected,226.8266393676404,40,41,198,71.19999999999999,0,106,0,0
498,0,no_return,94.67484621331108,47,47,223,77.79999999999997,0,107,0,0
499,1,success,460.1738809347157,46,46,153,58.8,0,84,0,0
500,0,not_collected,189.931127217412,43,53,246,98.39999999999965,0,175,0,0
501,1,success,661.3912442028524,54,54,113,51.99999999999997,0,62,0,0
502,0,no_return,235.63013243600753,52,52,241,96.19999999999975,0,159,0,0
503,1,success,522.3090681836012,53,53,154,69.29999999999991,0,99,0,0
504,0,not_collected,279.9046147368852,52,54,249,79.89999999999978,0,129,0,0
505,0,not_collected,-25.41348626315567,39,53,246,72.69999999999996,0,129,0,0
506,0,no_return,245.34703300744383,50,50,234,99.19999999999985,0,168,0,0
507,0,not_collected,261.0232369698589,52,53,246,68.39999999999998,0,109,0,0
508,0,no_return,154.89353934451972,58,58,266,99.19999999999973,0,149,0,0
509,0,no_return,152.45284011140524,56,56,259,97.79999999999967,0,148,0,0
510,0,no_return,94.4351749569184,50,50,234,87.09999999999978,0,126,0,0
511,1,success,663.0803889080885,54,54,112,51.2,0,60,0,0
512,1,success,657.1228041991596,64,64,170,70.79999999999987,0,90,0,0
513,0,not_collected,220.91330112181626,51,52,242,83.99999999999987,0,149,0,0
514,1,success,546.6946790955965,53,53,167,77.49999999999986,0,120,0,0
515,1,success,508.6302156440918,57,57,181,76.69999999999992,0,107,0,0
516,0,not_collected,107.47222166359316,49,54,250,52.80000000000004,0,78,0,0
517,1,success,357.07929580844973,50,50,215,78.59999999999985,0,110,0,0
518,0,no_return,11.713178360462535,63,63,254,100.09999999999981,0,163,0,0
519,0,not_collected,222.16129510328213,57,59,270,89.19999999999993,0,139,0,0
520,1,success,595.8991948097947,57,57,158,61.09999999999998,0,80,0,0
521,1,success,631.5319369986657,52,52,112,50.79999999999999,0,61,0,0
522,0,no_return,138.7295009456578,52,52,242,83.49999999999993,0,120,0,0
523,0,not_collected,300.86170001328014,56,59,269,99.29999999999976,0,153,0,0
524,0,not_collected,267.59468301534747,54,55,253,87.69999999999996,0,128,0,0
525,1,success,292.34579920433464,53,53,234,91.49999999999979,0,140,0,0
526,0,not_collected,-300.2125705152752,10,55,254,13.9,0,25,0,0
527,0,not_collected,151.35202295631157,51,56,257,94.19999999999996,0,157,0,0
528,0,not_collected,290.2606807447979,50,53,246,92.89999999999984,0,140,0,0
529,0,not_collected,198.862056563795,58,59,270,99.19999999999996,0,164,0,0
530,0,not_collected,301.9988648559907,59,61,277,98.69999999999969,0,147,0,0
531,0,not_collected,193.31038957797045,52,57,262,99.59999999999987,0,182,0,0
532,0,not_collected,311.0043391637509,61,62,282,87.9999999999998,0,129,0,0
533,0,no_return,185.70467360764772,59,59,270,99.39999999999968,0,153,0,0
534,0,not_collected,316.88038450181534,55,56,257,97.29999999999981,0,141,0,0
535,0,no_return,146.85631008297239,51,51,238,89.99999999999983,0,143,0,0
536,0,no_return,141.24099136739974,53,53,246,70.69999999999993,0,104,0,0
537,1,success,539.9725971907379,51,51,139,51.49999999999999,0,65,0,0
538,0,not_collected,-106.50086541846373,35,55,254,37.40000000000006,0,53,0,0
539,1,success,519.7389420703055,50,50,163,69.79999999999994,0,98,0,0
540,1,success,763.3799954578278,64,64,121,59.399999999999984,0,68,0,0
541,0,not_collected,-363.4876362428072,10,54,250,31.799999999999955,0,74,0,0
542,1,success,451.91963198930074,60,60,218,87.19999999999978,0,126,0,0
543,1,success,710.3939645960932,59,59,119,56.300000000000004,0,63,0,0
544,0,not_collected,289.56078584492326,51,53,246,96.9999999999999,0,148,0,0
545,1,success,408.2874616459012,51,51,190,64.10000000000005,0,98,0,0
546,0,not_collected,277.99380462318686,51,53,246,97.79999999999981,0,147,0,0
547,1,success,633.7139249652625,51,51,100,49.9,0,60,0,0
548,1,success,651.3691657148306,60,60,158,70.39999999999992,0,106,0,0
549,1,success,379.36587933152964,64,64,278,97.99999999999966,0,146,0,0
550,1,success,629.6305056631568,54,54,135,56.00000000000001,0,67,0,0
551,0,not_collected,154.91501794718235,46,57,261,83.19999999999996,0,139,0,0
552,0,not_collected,146.5763806968928,38,51,238,93.59999999999991,0,155,0,0
553,0,not_collected,163.47007091194376,45,54,249,93.99999999999979,0,153,0,0
554,1,success,650.8741914570335,52,52,104,48.800000000000004,0,54,0,0
555,0,not_collected,365.56083138585194,55,56,259,85.59999999999964,0,111,0,0
556,1,success,557.0159714847807,50,50,127,54.0,0,66,0,0
557,0,not_collected,230.15704786479574,61,62,253,100.39999999999986,0,146,0,0
558,1,success,634.1778024539356,63,63,166,71.2999999999999,0,98,0,0
559,0,not_collected,363.88342623785303,59,62,282,98.29999999999951,0,129,0,0
560,1,success,413.7401057019837,56,56,241,87.99999999999959,0,131,0,0
561,0,not_collected,288.209860262276,49,50,234,97.59999999999988,0,160,0,0
562,0,not_collected,19.995972032844914,44,63,286,99.99999999999991,0,177,0,0
563,0,not_collected,279.0547351174061,62,63,286,90.49999999999982,0,150,0,0
564,1,success,597.3846326798205,57,57,152,61.7,0,72,0,0
565,0,not_collected,174.82149498164722,59,60,274,99.3,0,150,0,0
566,1,success,623.4426233209674,63,63,198,72.4999999999999,0,99,0,0
567,1,success,662.4687128774829,58,58,143,62.39999999999999,0,77,0,0
568,0,not_collected,276.46360170170755,53,54,249,84.59999999999985,0,122,0,0
569,1,success,550.6098127529033,58,58,184,73.79999999999993,0,100,0,0
570,1,success,252.5362940400837,57,57,244,53.900000000000006,0,64,0,0
571,0,not_collected,-476.5581535860902,5,51,238,9.600000000000001,0,23,0,0
572,0,not_collected,254.59791274070804,46,53,246,92.69999999999978,0,136,0,0
573,1,success,664.2864696413283,55,55,118,55.899999999999956,0,73,0,0
574,0,not_collected,313.5218321718287,58,59,270,99.59999999999987,0,153,0,0
575,1,success,510.09705130904985,61,61,224,78.69999999999985,0,105,0,0
576,1,success,610.4333464592697,55,55,139,55.69999999999999,0,66,0,0
577,1,success,779.3854833111167,64,64,115,59.799999999999976,0,70,0,0
578,0,no_return,202.2027841158215,57,57,263,98.99999999999967,0,143,0,0
579,0,not_collected,163.57991355992877,54,60,274,91.09999999999997,0,150,0,0
580,1,success,672.6301701605323,59,59,142,65.09999999999997,0,86,0,0
581,1,success,597.4475555062297,51,51,118,51.300000000000004,0,64,0,0
582,0,not_collected,-71.79301252067084,40,51,238,50.900000000000034,0,82,0,0
583,1,success,448.38161289244897,52,52,209,79.99999999999972,0,119,0,0
584,1,success,702.6229106053711,59,59,131,56.9,0,65,0,0
585,1,success,614.7895959988239,51,51,115,50.300000000000004,0,59,0,0
586,1,success,730.1283754155045,62,62,122,56.4,0,61,0,0
587,0,not_collected,-377.23473386764596,12,64,290,21.99999999999999,0,41,0,0
588,0,not_collected,264.9514448732147,46,52,242,82.5999999999999,0,112,0,0
589,1,success,523.2054706037052,61,61,213,88.4999999999997,0,126,0,0
590,1,success,465.9894849382344,50,50,163,64.20000000000003,0,86,0,0
591,0,no_return,156.797821091861,54,54,250,90.59999999999965,0,130,0,0
592,0,not_collected,154.83518538586796,62,63,285,81.29999999999983,0,142,0,0
593,0,not_collected,147.8817043304435,55,57,263,54.40000000000001,0,77,0,0
594,1,success,648.679154235125,58,58,146,67.19999999999992,0,91,0,0
595,1,success,493.5189648754901,58,58,225,73.79999999999988,0,100,0,0
596,0,no_return,193.87019026540233,55,55,254,66.79999999999997,0,122,0,0
597,1,success,725.787207296491,62,62,125,61.99999999999995,0,80,0,0
598,1,success,547.1058893918994,51,51,151,69.69999999999986,0,102,0,0
599,1,success,697.1669194526974,63,63,148,63.90000000000001,0,74,0,0
600,1,success,721.825348542631,62,62,137,60.800000000000004,0,71,0,0
601,1,success,441.8328652657573,51,51,202,73.2999999999999,0,111,0,0
602,0,no_return,212.65657195970425,53,53,245,87.1999999999998,0,124,0,0
603,1,success,636.0693844079974,53,53,122,55.1,0,69,0,0
604,0,not_collected,297.00480265542916,62,64,290,99.19999999999965,0,155,0,0
605,1,success,663.0830538272863,61,61,167,72.8999999999999,0,92,0,0
606,0,not_collected,292.4528160460301,53,55,254,99.79999999999978,0,159,0,0
607,1,success,752.8684882551436,64,64,135,61.19999999999999,0,71,0,0
608,0,not_collected,219.14328677579812,57,59,269,99.59999999999982,0,157,0,0
609,1,success,669.8092941656712,58,58,139,60.59999999999999,0,76,0,0
610,1,success,714.2794134140019,59,59,111,55.699999999999974,0,70,0,0
611,1,success,719.3545657873156,61,61,132,59.69999999999998,0,72,0,0
612,0,not_collected,311.1998615220206,52,53,246,95.09999999999977,0,137,0,0
613,1,success,486.03905139192995,51,51,185,66.1,0,87,0,0
614,1,success,684.4887857653202,62,62,162,68.99999999999994,0,84,0,0
615,1,success,518.668645447493,51,51,180,74.3,0,100,0,0
616,1,success,731.6733472481378,63,63,132,61.09999999999998,0,74,0,0
617,1,success,613.2630107641223,50,50,113,51.800000000000004,0,69,0,0
618,0,not_collected,-202.79283294081753,35,62,282,62.300000000000026,0,97,0,0
619,0,not_collected,146.33735250011068,54,64,290,53.30000000000002,0,63,0,0
620,1,success,697.2345546469096,59,59,128,59.69999999999997,0,76,0,0
621,1,success,689.309138154239,60,60,155,64.00000000000001,0,82,0,0
622,0,not_collected,221.0620431147527,60,63,286,74.69999999999995,0,103,0,0
623,1,success,548.0592731140559,60,60,219,87.19999999999966,0,133,0,0
624,1,success,678.5306479483844,54,54,109,47.800000000000026,0,47,0,0
625,0,not_collected,205.92202239185573,53,54,249,98.99999999999997,0,181,0,0
626,1,success,710.2653571978217,58,58,114,53.599999999999994,0,62,0,0
627,1,success,648.8535408750179,61,61,159,73.29999999999993,0,93,0,0
628,0,not_collected,41.52853940203775,34,57,262,99.59999999999994,0,173,0,0
629,1,success,796.528119213879,64,64,104,53.800000000000004,0,52,0,0
630,0,not_collected,340.48170214109206,60,61,278,99.79999999999974,0,136,0,0
631,1,success,487.21848054677326,52,52,207,83.99999999999986,0,135,0,0
632,1,success,594.9885127529506,56,56,170,77.79999999999991,0,116,0,0
633,0,no_return,278.34401845708584,57,57,262,98.89999999999972,0,170,0,0
634,1,success,690.743452908099,60,60,143,61.6,0,72,0,0
635,1,success,635.3002057343724,55,55,126,55.7,0,66,0,0
636,1,success,648.5589204862717,53,53,114,54.3,0,68,0,0
637,1,success,700.7337003111843,59,59,123,60.09999999999997,0,77,0,0
638,0,not_collected,181.02916341126027,44,58,266,80.89999999999995,0,132,0,0
639,1,success,739.9707766443494,63,63,129,60.29999999999999,0,70,0,0
640,1,success,633.2123318850997,51,51,111,49.90000000000002,0,55,0,0
641,0,no_return,82.84824889302264,60,60,274,98.69999999999973,0,148,0,0
642,1,success,758.2751672908668,63,63,123,58.899999999999984,0,66,0,0
643,0,not_collected,304.47518850863037,50,51,238,94.89999999999976,0,169,0,0
644,1,success,639.3030407831079,53,53,117,56.099999999999966,0,74,0,0
645,1,success,615.4052307270473,55,55,151,68.09999999999998,0,99,0,0
646,0,no_return,296.21370003819544,53,53,246,90.49999999999973,0,130,0,0
647,0,no_return,116.42599998675347,62,62,281,99.69999999999962,0,148,0,0
648,1,success,589.9933709681038,64,64,193,74.39999999999988,0,92,0,0
649,0,no_return,86.2614566333593,58,58,266,99.19999999999968,0,154,0,0
650,0,not_collected,-100.01364055275928,17,59,270,93.89999999999992,0,164,0,0
651,1,success,726.2451396971943,58,58,103,50.79999999999999,0,52,0,0
652,1,success,599.4280510768299,51,51,124,52.100000000000016,0,57,0,0
653,0,no_return,213.7587179251019,53,53,246,99.29999999999974,0,169,0,0
654,1,success,736.704273439944,64,64,144,66.79999999999994,0,90,0,0
655,1,success,595.3920036718253,54,54,148,56.20000000000001,0,70,0,0
656,0,no_return,150.29660846591034,53,53,246,86.59999999999974,0,132,0,0
657,1,success,737.349650022388,59,59,99,50.100000000000016,0,47,0,0
658,0,not_collected,255.5841305136687,52,54,250,75.89999999999998,0,121,0,0
659,1,success,466.11097453460104,59,59,219,92.8999999999999,0,142,0,0
660,1,success,555.4982393831018,50,50,127,53.200000000000024,0,65,0,0
661,1,success,437.7262956321242,52,52,227,89.59999999999975,0,150,0,0
662,0,no_return,256.46357371546435,64,64,290,89.99999999999997,0,158,0,0
663,1,success,651.2485161587597,51,51,99,44.70000000000004,0,43,0,0
664,0,not_collected,34.911128753424165,47,58,266,54.10000000000015,0,105,0,0
665,1,success,558.3462067000571,55,55,175,72.49999999999991,0,105,0,0
666,1,success,666.308291217685,62,62,140,64.79999999999997,0,79,0,0
667,1,success,644.3401573896411,53,53,123,52.30000000000001,0,61,0,0
668,1,success,643.5019328624014,54,54,117,54.4,0,66,0,0
669,1,success,629.4862333476547,50,50,105,47.60000000000001,0,52,0,0
670,0,no_return,204.29498196616825,51,51,238,94.89999999999985,0,149,0,0
671,1,success,559.0129527896647,51,51,139,57.099999999999994,0,75,0,0
672,0,not_collected,340.7743565306079,55,60,273,82.69999999999968,0,107,0,0
673,0,not_collected,306.25216549299796,57,58,266,99.6999999999998,0,150,0,0
